ID,X,Y,Z,x,y,z,w,X,Y,Z,x,y,z,w,X,Y,Z,x,y,z,w,Class
507,0.199763,0.835322,0.879578,0.103777,0.0394892,-0.0397992,0.993019,0.0327883,0.176846,0.701111,0.840427,0.0977729,0.0086297,0.532962,0.161279,0.396057,0.763646,0.153393,0.036835,-0.0357844,0.98683,1
508,0.063371,1.50088,-0.00398004,-0.0530487,-0.369009,0.0937827,0.923159,0.0647168,0.797037,0.035959,0.0680384,0.00573572,-0.111272,0.991442,0.117973,1.04498,0.0717209,-0.0547631,-0.370509,0.0767618,0.92403,0
509,0.217569,1.14181,0.397068,-0.0643631,0.0235268,-0.0251087,0.997333,0.0835967,0.467519,0.481291,0.686463,0.0731094,-0.0586577,0.721098,0.198476,0.692209,0.451173,-0.05433,0.0236187,-0.0200307,0.998043,1
510,0.201976,1.24529,0.441857,-0.0326302,0.0397879,-0.0336783,0.998107,0.0521031,0.573294,0.492209,0.595023,0.0893988,-0.0279354,0.798233,0.172861,0.795418,0.470446,-0.0282427,0.0396582,-0.0333028,0.998259,1
511,0.216566,1.15489,0.430023,-0.0269071,0.00049116,-0.0286004,0.999229,0.0770533,0.479386,0.467381,0.677527,0.0797069,-0.0548373,0.729107,0.193693,0.704706,0.454636,-0.0276068,0.000681785,-0.0222676,0.999371,1
512,0.210264,0.846365,0.889327,0.0548262,0.0272709,-0.00321601,0.998118,0.107592,0.193414,0.660455,0.839691,0.0769595,-0.0579017,0.534457,0.212762,0.409806,0.760191,0.226989,0.0249845,0.0160361,0.973445,1
513,-0.127891,1.43123,-0.0882978,-0.114513,-0.450387,0.263678,0.845289,0.0486184,0.793628,0.14748,0.237806,-0.078826,-0.118037,0.960886,0.0241852,1.04777,0.116849,-0.132172,-0.454452,0.260041,0.841655,0
514,0.170418,1.56638,0.0284439,-0.0563821,-0.272964,0.0156293,0.960243,0.0567577,0.873716,0.0498025,0.157734,0.105012,-0.0538243,0.980406,0.159016,1.10603,0.0807542,-0.0586944,-0.274293,-0.00843689,0.959816,0
515,0.223125,1.1367,0.368793,-0.0958988,0.0368717,-0.0193914,0.994519,0.0969257,0.467429,0.493047,0.686093,0.0507824,-0.0679807,0.722549,0.209594,0.690759,0.448552,-0.0798621,0.0368338,-0.0171027,0.995978,1
516,0.181735,1.14296,0.397209,-0.0605645,0.0172475,0.0123432,0.997939,0.0966233,0.462248,0.473593,0.689568,0.104281,-0.0682815,0.713414,0.19531,0.694835,0.446722,-0.0501362,0.0175956,0.0158038,0.998462,1
517,0.110372,1.5767,-0.0649762,-0.0463158,-0.325485,0.0582496,0.942614,0.0716072,0.874511,-0.0396983,-0.0678032,-0.252668,-0.0846064,0.961459,0.14075,1.11708,-0.00616443,-0.052279,-0.326511,0.0452118,0.942663,0
518,0.175655,0.886752,0.860192,0.0654572,0.00960747,0.025751,0.997477,0.0957955,0.202055,0.728024,0.823893,0.103615,-0.0309722,0.556332,0.196041,0.438483,0.778819,0.111307,0.0110515,0.0211993,0.993498,1
519,0.223125,1.1367,0.368793,-0.0958988,0.0368717,-0.0193914,0.994519,0.0969257,0.467429,0.493047,0.686093,0.0507824,-0.0679807,0.722549,0.209594,0.690759,0.448552,-0.0798621,0.0368338,-0.0171027,0.995978,1
520,0.181826,0.879484,0.889152,0.115057,-0.00541919,0.0285109,0.992935,0.103659,0.214559,0.683919,0.826152,0.0901016,-0.0476063,0.554155,0.203914,0.44321,0.762345,0.164621,-0.00296429,0.0197634,0.986154,1
521,0.397456,1.53789,0.0440696,-0.090744,-0.384481,-0.0593162,0.916745,0.186091,0.870682,0.0452882,0.1131,-0.0249814,-0.131351,0.984546,0.30835,1.08895,0.096812,-0.0904134,-0.385462,-0.0757408,0.915155,0
522,0.199558,0.857889,0.881718,0.0756332,0.00552697,0.0119387,0.997049,0.0998461,0.181426,0.732636,0.832514,0.0802452,-0.0410331,0.546624,0.207059,0.413106,0.790109,0.124984,0.00653332,0.00610185,0.992118,1
523,-0.209377,1.27452,-0.0199656,-0.273719,0.851268,0.027281,0.446853,0.157423,0.726352,0.200557,0.36518,0.407601,-0.207204,0.810908,0.00552357,0.88391,0.0728339,-0.258437,0.853731,0.0143056,0.451828,0
524,0.0475189,1.58014,-0.10277,-0.126575,-0.35175,0.105978,0.921423,0.0307143,0.893881,0.036822,0.0865957,0.0200852,-0.0606418,0.994193,0.090144,1.1423,0.0356383,-0.123892,-0.354057,0.0901784,0.922584,0
525,0.221421,1.57676,-0.080068,-0.0664314,0.255762,-0.0904491,0.960204,0.0469016,0.914028,0.0983846,0.0971845,-0.0302465,-0.0444588,0.993813,0.166047,1.12137,0.00204587,-0.073363,0.257914,-0.0709395,0.960763,0
526,0.0191423,1.42015,-0.0313985,-0.209377,-0.526184,0.260171,0.78205,0.108291,0.816108,0.3117,0.293188,-0.183351,-0.12807,0.929528,0.100959,1.06291,0.245301,-0.214803,-0.528685,0.254401,0.780789,0
527,0.214123,0.928408,0.417093,-0.0395894,0.0320019,-0.0336437,0.998137,0.0667503,0.254962,0.471595,0.838351,0.0520229,-0.0578943,0.539546,0.18635,0.478197,0.450049,-0.031525,0.0318791,-0.0302086,0.998538,1
528,0.2931,1.55252,-0.092272,-0.113701,-0.337394,0.0442932,0.933421,0.197178,0.865581,0.00182075,0.0372189,0.0234571,-0.163353,0.985586,0.287383,1.10528,0.0161819,-0.113677,-0.339617,0.0257202,0.933315,0
529,0.176876,0.851897,0.821784,0.0731511,0.0936189,-0.0551414,0.991385,-0.0153657,0.187359,0.696599,0.832997,0.0938759,0.0416806,0.54366,0.12102,0.407812,0.73404,0.128633,0.0896739,-0.0499213,0.986367,1
530,0.194694,0.867777,0.885352,0.103615,0.0437922,-0.00337355,0.993647,0.0683132,0.203188,0.705665,0.828831,0.0839459,-0.0215669,0.552745,0.184459,0.429237,0.768253,0.155295,0.0437668,-0.00767752,0.986868,1
531,0.197022,1.13439,0.390315,-0.101023,0.0421143,-0.0190079,0.993811,0.0724046,0.464997,0.515715,0.689614,0.0427224,-0.0487317,0.721271,0.184619,0.688494,0.47142,-0.0777559,0.0420651,-0.016009,0.995956,1
532,0.236868,0.778282,1.07559,0.0647486,0.00328738,-0.00725654,0.99787,0.114348,0.10302,0.938202,0.80638,0.0667322,-0.0310384,0.5868,0.228523,0.331848,0.992371,0.117015,0.00309864,-0.0104494,0.99307,1
533,0.117456,1.57499,-0.122645,-0.0958056,-0.371712,0.0848344,0.919486,0.0873526,0.879201,-0.0369794,0.0635248,-0.00385209,-0.114047,0.991435,0.150307,1.12642,-0.0161555,-0.0924518,-0.373471,0.0687713,0.920458,0
534,0.223125,1.1367,0.368793,-0.0958988,0.0368717,-0.0193914,0.994519,0.0969257,0.467429,0.493047,0.686093,0.0507824,-0.0679807,0.722549,0.209594,0.690759,0.448552,-0.0798621,0.0368338,-0.0171027,0.995978,1
535,0.197999,0.854122,0.867061,0.123458,0.0284283,-0.0392962,0.991164,0.0321463,0.204118,0.661729,0.832402,0.131601,0.0136356,0.538147,0.160528,0.420493,0.734488,0.171444,0.0259,-0.0358754,0.9842,1
536,0.222476,0.847771,0.973233,0.07615,-0.0257152,0.0272728,0.996392,0.149008,0.17189,0.806927,0.81666,0.141374,-0.0363962,0.558351,0.246838,0.404617,0.87659,0.136476,-0.0234683,0.0215924,0.99013,1
537,0.0761743,1.60615,-0.0825292,-0.098574,-0.368453,0.0531448,0.922877,0.00604506,0.911806,-0.00584093,-0.00000259,-0.0369529,-0.000330299,0.999317,0.0826632,1.15452,0.0171394,-0.0970871,-0.36984,0.0402986,0.92313,0
538,0.661004,1.4504,0.11454,-0.024783,-0.235861,-0.0940023,0.966912,0.352984,0.814253,0.102256,0.0862678,-0.199222,-0.27312,0.937163,0.522324,0.996392,0.130952,-0.0802437,-0.229183,-0.187071,0.951862,0
539,0.223555,0.877434,0.905679,0.147289,0.0243827,-0.00921686,0.98875,0.0967059,0.230011,0.666136,0.821846,0.0984889,-0.0431178,0.559472,0.212149,0.449058,0.751474,0.194838,0.0235468,-0.00794359,0.980521,1
540,0.196201,1.24237,0.479539,-0.0105875,0.0266049,-0.0253064,0.99927,0.0574948,0.566592,0.500279,0.599253,0.106196,-0.0293316,0.792943,0.174483,0.791282,0.489681,-0.0107776,0.0266328,-0.0232443,0.999317,1
541,0.229697,0.870571,0.837248,0.0827401,0.0684447,-0.0338507,0.993642,0.0650888,0.204757,0.68926,0.831718,0.0373973,-0.0356748,0.552788,0.193127,0.427834,0.738212,0.138698,0.0659751,-0.0320723,0.987614,1
542,0.353771,1.53806,-0.00372166,-0.0701016,-0.350514,-0.0554553,0.932282,0.150475,0.868811,-0.0144465,0.107695,0.015422,-0.135935,0.984726,0.274498,1.08664,0.0369668,-0.0740317,-0.351048,-0.0750529,0.930404,0
543,0.210796,0.858783,0.816715,0.0233693,0.0748059,-0.0203883,0.996716,0.039126,0.191357,0.705234,0.834708,0.0479532,-0.0123613,0.548462,0.173888,0.40798,0.747435,0.130759,0.0725758,-0.0482155,0.987578,1
544,0.228156,0.879166,0.895964,0.116426,0.0549357,-0.0233061,0.991405,0.075212,0.223913,0.701584,0.820661,0.0682372,-0.0321664,0.566413,0.199806,0.444596,0.76782,0.169374,0.0533569,-0.0240435,0.983813,1
545,-0.182331,1.30785,-0.0271064,-0.246176,0.825495,0.0204907,0.50748,0.138728,0.735895,0.220337,0.37605,0.505404,-0.148135,0.76237,0.00718887,0.901394,0.0756127,-0.235886,0.826115,0.00672921,0.511709,0
546,-0.232474,1.402,-0.0357832,-0.240501,0.832913,0.0127249,0.49825,0.0856049,0.827311,0.206603,0.289028,0.591662,-0.00483915,0.752579,-0.0468743,0.993039,0.0653906,-0.232387,0.834003,0.00716296,0.500384,0
547,0.227794,1.56546,0.0650117,-0.086408,-0.334085,0.0454681,0.937472,0.146981,0.871669,0.124511,0.144951,0.0350442,-0.127186,0.980604,0.232137,1.11195,0.150844,-0.0863914,-0.335869,0.0264596,0.937565,0
548,0.223125,1.1367,0.368793,-0.0958988,0.0368717,-0.0193914,0.994519,0.0969257,0.467429,0.493047,0.686093,0.0507824,-0.0679807,0.722549,0.209594,0.690759,0.448552,-0.0798621,0.0368338,-0.0171027,0.995978,1
549,0.259787,0.862988,0.895065,0.0581737,0.0730638,-0.0480316,0.99447,0.0796474,0.194925,0.787776,0.819189,0.064289,-0.0275986,0.569241,0.212587,0.417962,0.821496,0.109934,0.0700769,-0.0447484,0.990455,1
550,0.303075,0.792908,1.05335,0.111655,0.0899131,-0.052755,0.988264,0.106367,0.142876,0.882418,0.806684,-0.010342,-0.0713832,0.586565,0.244941,0.358716,0.934545,0.161157,0.0866559,-0.0525925,0.981709,1
551,0.179952,1.48359,-0.0275164,-0.0715904,-0.350455,0.0622509,0.931762,0.135773,0.781211,0.0228718,0.120603,0.0182639,-0.179136,0.976233,0.205563,1.02641,0.0529662,-0.071803,-0.351472,0.0506845,0.932064,0
552,0.132492,1.57403,-0.12453,-0.0746074,-0.3602,0.0525472,0.928401,0.064521,0.880074,-0.0810119,-0.0241524,0.0105444,-0.125903,0.991692,0.142951,1.12098,-0.0469163,-0.0749221,-0.362094,0.0303125,0.928631,0
553,0.230936,0.874699,0.83539,0.0629412,-0.00324324,0.00927419,0.997969,0.131765,0.196141,0.69386,0.830949,0.076835,-0.069981,0.546556,0.238291,0.428149,0.751471,0.11955,-0.00252837,0.00654662,0.992803,1
554,0.213453,0.910364,0.413208,-0.00910439,0.0189101,-0.017616,0.999625,0.0903189,0.227506,0.430127,0.869634,0.109688,-0.0887515,0.473105,0.201136,0.456746,0.421743,-0.0091418,0.01898,-0.010224,0.999726,1
555,0.216741,0.86073,0.891439,0.115886,0.077548,-0.0168872,0.990087,0.0667411,0.200142,0.70531,0.831113,0.0312977,-0.0375555,0.553951,0.190359,0.423405,0.764934,0.16602,0.0764273,-0.0193844,0.982965,1
556,0.125709,1.56735,-0.157566,-0.0631268,-0.350985,0.0716095,0.931502,0.0879677,0.868642,-0.115465,0.0376247,0.0213057,-0.124722,0.991249,0.157059,1.11268,-0.0823094,-0.0659136,-0.352834,0.0502769,0.932006,0
557,0.200271,1.14117,0.426865,-0.0798025,0.0285854,-0.00120501,0.9964,0.0959135,0.465928,0.523209,0.686872,0.042866,-0.0644847,0.722642,0.201503,0.694443,0.489403,-0.0595592,0.0286929,-0.0000631,0.997812,1
558,0.18123,1.13548,0.377186,-0.0711544,0.0368516,-0.00126951,0.996784,0.0788531,0.457159,0.471041,0.694,0.0930817,-0.0564817,0.711695,0.183381,0.685979,0.436049,-0.0594068,0.0370287,0.00102681,0.997546,1
559,0.215691,0.867689,0.881532,0.115833,0.0204531,0.00690084,0.993034,0.108523,0.209812,0.666756,0.828689,0.14488,-0.0374506,0.539334,0.217919,0.433324,0.74681,0.180612,0.0209992,0.00436294,0.983321,1
560,0.199221,0.862199,0.871476,0.119009,0.0480088,-0.0199448,0.991531,0.0506463,0.206104,0.676564,0.82641,0.0768862,-0.013497,0.557631,0.174024,0.427003,0.743055,0.16685,0.0469698,-0.0220962,0.984615,1
561,0.189428,1.13767,0.395423,-0.0641645,0.0282826,-0.0049107,0.997526,0.0814653,0.460125,0.479037,0.692285,0.0908571,-0.057089,0.713601,0.187923,0.688825,0.44842,-0.0534295,0.0284467,-0.00181903,0.998165,1
562,0.145752,1.5017,0.0126933,-0.0400796,-0.373309,0.0833662,0.923084,0.143379,0.797636,0.0322876,0.0695312,-0.000543435,-0.16935,0.9831,0.197047,1.04427,0.0750918,-0.0433117,-0.374394,0.0699952,0.923609,0
563,0.215207,0.832838,0.850614,0.0797252,0.0333558,0.00149295,0.996258,0.100128,0.158573,0.696217,0.834661,0.0747382,-0.0462906,0.543702,0.212164,0.388465,0.752437,0.134901,0.0334235,-0.000814615,0.990295,1
564,0.150442,1.57644,-0.0367303,-0.0622213,-0.283573,0.0699659,0.954369,0.111042,0.876397,0.0194577,0.119188,0.0920851,-0.124591,0.98071,0.186495,1.12002,0.0384172,-0.071346,-0.285465,0.0511656,0.954359,0
565,0.263806,1.13392,0.351199,-0.115244,0.0254959,-0.0088237,0.992971,0.151055,0.465312,0.492721,0.680798,0.0306227,-0.107713,0.723861,0.259301,0.690152,0.444873,-0.0924473,0.0256207,-0.00653291,0.995366,1
566,0.293171,1.53566,0.0878443,-0.0615648,-0.361053,0.0627344,0.928394,0.250786,0.837036,0.123436,0.168344,0.00683179,-0.212607,0.962503,0.319146,1.0806,0.159443,-0.0630004,-0.3624,0.0459931,0.928753,0
567,0.250483,1.55457,-0.0535541,-0.0776921,-0.389304,-0.0116523,0.917753,0.104885,0.87163,-0.0445246,0.0961084,-0.02552,-0.106468,0.989331,0.203941,1.10072,0.00322011,-0.0761279,-0.390697,-0.0327284,0.916782,0
568,0.122462,1.5645,-0.0388229,-0.0496912,-0.107711,-0.00287553,0.992935,-0.00229999,0.880225,0.0109011,0.0343183,-0.0522447,-0.0392369,0.997273,0.109488,1.10937,0.00845427,-0.0561148,-0.108194,-0.0139454,0.992447,0
569,-0.114917,1.47514,0.00100615,-0.152567,-0.505463,0.232844,0.816709,-0.00650162,0.832928,0.261841,0.302042,-0.131585,-0.0945654,0.939422,-0.0144261,1.08659,0.227321,-0.162153,-0.507345,0.230039,0.814487,0
570,0.223358,1.15546,0.418509,-0.0397163,0.0241789,-0.0361752,0.998263,0.07551,0.481937,0.473461,0.675816,0.0850925,-0.0525287,0.730255,0.194732,0.70535,0.452493,-0.0340711,0.0242647,-0.0291414,0.9987,1
571,0.00613753,1.55877,-0.111085,-0.0674805,-0.350873,0.152058,0.921527,0.0763002,0.866143,-0.0199211,0.0857113,0.0168906,-0.154795,0.984077,0.106339,1.12004,-0.00509756,-0.0710855,-0.35316,0.136029,0.922887,0
572,0.361203,1.53968,-0.0139444,-0.0772103,-0.309026,0.0347027,0.947279,0.273491,0.846255,0.0352336,0.106386,0.0543513,-0.223597,0.967333,0.361201,1.08353,0.0612847,-0.0779778,-0.310553,0.0160624,0.947216,0
573,0.0980148,1.57313,-0.125889,-0.0753842,-0.383139,0.0957763,0.915614,0.0909152,0.873965,-0.066328,0.0568532,-0.0134067,-0.124776,0.990464,0.145125,1.12311,-0.0346215,-0.0691213,-0.384524,0.0787812,0.917146,0
574,0.186007,1.13587,0.422274,-0.0667899,0.0253933,-0.0170269,0.997299,0.0785804,0.456336,0.474702,0.694308,0.0259645,-0.0583953,0.716835,0.182199,0.687853,0.460556,-0.019525,0.0261806,0.00596029,0.999449,1
575,0.205131,1.14168,0.395369,-0.100614,0.0193655,-0.00503413,0.994724,0.0974793,0.468426,0.51684,0.685299,0.032321,-0.0670091,0.724452,0.203825,0.695621,0.476347,-0.079008,0.0196585,-0.00143274,0.996679,1
576,0.114035,1.591,-0.0445562,-0.06376,0.134536,0.0124869,0.988776,0.0423818,0.901813,0.0775548,0.0897584,0.497712,-0.0212753,0.862423,0.134116,1.13218,0.0166762,-0.0734579,0.133867,0.012742,0.988191,0
577,-0.0205249,1.53886,-0.153961,-0.0674059,-0.452243,0.207119,0.86489,0.1241,0.864527,-0.0250605,0.000216329,-0.117823,-0.207768,0.971056,0.113408,1.11894,-0.0138082,-0.0698455,-0.453818,0.199536,0.865654,0
578,0.0441166,1.56874,-0.085849,-0.0596019,-0.400188,0.135192,0.904445,0.0972578,0.873746,-0.0207017,0.0574354,-0.0751393,-0.156607,0.983122,0.127957,1.12591,0.0097046,-0.0574985,-0.401837,0.117766,0.906285,0
579,0.186431,1.53947,0.0112396,-0.0788003,-0.0479234,-0.013554,0.995646,0.0482925,0.866628,0.113767,0.102353,0.0056859,-0.04966,0.993491,0.167087,1.09135,0.0853505,-0.0865906,-0.0483663,-0.0209748,0.994848,0
580,0.176799,1.55118,0.0820703,-0.0846462,-0.386712,0.0620894,0.916206,0.129604,0.854275,0.145622,0.191222,-0.0182666,-0.14735,0.970252,0.195791,1.09938,0.174457,-0.0839569,-0.387516,0.0539656,0.916444,0
581,0.223125,1.1367,0.368793,-0.0958988,0.0368717,-0.0193914,0.994519,0.0969257,0.467429,0.493047,0.686093,0.0507824,-0.0679807,0.722549,0.209594,0.690759,0.448552,-0.0798621,0.0368338,-0.0171027,0.995978,1
582,0.22719,1.14782,0.421355,-0.0387517,0.000631357,-0.0359022,0.998603,0.0780828,0.471231,0.469723,0.683072,0.0817681,-0.0556065,0.723626,0.197748,0.694826,0.454305,-0.0337914,0.000721303,-0.0289954,0.999008,1
583,0.201623,1.1433,0.405769,-0.0342197,0.0122188,-0.00847879,0.999304,0.0863305,0.46347,0.44937,0.688389,0.0934071,-0.0651438,0.716347,0.195414,0.692402,0.433877,-0.0280069,0.0122504,-0.00609078,0.999514,1
584,0.148232,1.5601,0.0210391,-0.0693979,-0.379247,0.0587234,0.920819,0.0964902,0.861545,0.0607955,0.163975,-0.00751348,-0.127226,0.978197,0.166632,1.10488,0.0980154,-0.0699607,-0.380654,0.0421067,0.921106,0
585,0.0130469,1.57861,-0.149958,-0.0862119,0.3973,-0.108653,0.907147,-0.137982,0.939518,0.0964635,0.147016,0.113922,0.0713612,0.979957,-0.0392348,1.13594,-0.0394962,-0.0898006,0.39931,-0.0939248,0.90756,0
586,0.204351,0.868465,0.917245,0.143384,-0.00231985,-0.00524474,0.98965,0.0834799,0.216951,0.685311,0.825884,0.0856842,-0.0345413,0.556219,0.197696,0.436806,0.7702,0.181861,-0.00181335,-0.0100449,0.983271,1
587,0.223125,1.1367,0.368793,-0.0958988,0.0368717,-0.0193914,0.994519,0.0969257,0.467429,0.493047,0.686093,0.0507824,-0.0679807,0.722549,0.209594,0.690759,0.448552,-0.0798621,0.0368338,-0.0171027,0.995978,1
588,0.190768,0.876324,0.8739,0.0594929,-0.0504604,0.000302362,0.996952,0.0814079,0.201126,0.729206,0.823823,0.115264,-0.0169095,0.554747,0.191396,0.429322,0.793854,0.114839,-0.0497335,-0.00747781,0.99211,1
589,0.0969315,1.60113,-0.0836812,-0.111848,-0.425473,0.0469414,0.896805,0.0118835,0.911621,-0.0108539,0.0000799,-0.0516496,-0.0012549,0.998664,0.0872753,1.15434,0.0207795,-0.10399,-0.427206,0.0326218,0.897562,0
590,0.210148,1.12128,0.448401,-0.0144511,0.0452152,-0.00776795,0.998843,0.0946324,0.442729,0.475826,0.703571,0.0461098,-0.070351,0.705629,0.203849,0.671613,0.460575,-0.0120785,0.0452027,-0.00746558,0.998877,1
591,0.0669113,1.57977,-0.114406,-0.0875188,-0.381373,0.0859249,0.916249,0.0425527,0.880645,-0.0361041,0.052666,-0.0142911,-0.119885,0.991287,0.102703,1.12839,-0.0120843,-0.0872678,-0.383021,0.0710757,0.916857,0
592,0.206064,0.909796,0.405422,-0.0133315,0.0255681,-0.0159172,0.999457,0.0842138,0.228987,0.426318,0.855002,0.110987,-0.0805263,0.500169,0.194902,0.457753,0.416218,-0.0100311,0.0256058,-0.00937989,0.999578,1
593,0.214212,1.19098,0.446764,-0.0372039,0.038647,-0.0373312,0.997862,0.0605515,0.519259,0.502086,0.642337,0.0733534,-0.0365787,0.762027,0.182382,0.740976,0.478976,-0.0314643,0.0384861,-0.0358641,0.99812,1
594,0.210612,1.12935,0.389141,-0.0568629,0.0308016,-0.0236027,0.997628,0.0761795,0.457808,0.466162,0.686373,0.0696571,-0.0552572,0.721794,0.191713,0.682004,0.437229,-0.0491688,0.0307407,-0.0217227,0.998081,1
595,0.182284,1.1377,0.399559,-0.060276,0.027484,-0.00598191,0.997785,0.0736874,0.459492,0.478367,0.692742,0.100488,-0.0510865,0.712321,0.180224,0.688462,0.449374,-0.0501619,0.0277027,-0.00161734,0.998356,1
596,-0.00786887,1.59246,-0.0939489,-0.0881656,-0.421291,0.119085,0.89474,0.0131692,0.903062,0.001761,0.0094183,-0.0566616,-0.0744797,0.995567,0.0492086,1.15241,0.0199518,-0.0854906,-0.423241,0.102391,0.896144,0
597,0.110317,1.57042,-0.105755,-0.0706715,-0.414497,0.0946961,0.902347,0.105707,0.872682,-0.0444967,0.0714238,-0.0490905,-0.136098,0.986897,0.154575,1.12075,-0.0126296,-0.0734387,-0.416333,0.0780521,0.902874,0
598,0.217422,0.859627,0.888675,0.126263,0.0143965,0.0124753,0.991814,0.116558,0.205257,0.666664,0.83063,0.142672,-0.0436415,0.536464,0.223908,0.429572,0.747552,0.18588,0.0156813,0.00704559,0.982422,1
599,-0.16355,1.56552,-0.14438,-0.096543,-0.433649,0.19955,0.873389,-0.0521451,0.888982,0.00556643,0.0824097,-0.0609883,-0.0196806,0.994536,-0.047408,1.14451,0.00940928,-0.0937137,-0.436267,0.182387,0.876142,0
600,0.139078,1.54456,-0.124768,-0.066929,-0.283995,0.054768,0.954918,0.0762064,0.844803,-0.0714001,0.131336,0.0924206,-0.102699,0.981663,0.160068,1.08565,-0.0505388,-0.0737309,-0.285783,0.0344633,0.954832,0
601,0.21295,0.867081,0.851261,0.0819463,-0.00244769,0.0191631,0.996449,0.128248,0.189169,0.686934,0.834296,0.100374,-0.0608226,0.53868,0.229692,0.421889,0.751595,0.135544,-0.00125863,0.0174122,0.990618,1
602,0.233519,0.871654,0.834036,0.0537099,0.0689635,-0.0211584,0.995948,0.0878504,0.195635,0.723501,0.829032,0.0436918,-0.0467074,0.555532,0.209648,0.424361,0.759899,0.110755,0.0673872,-0.0203019,0.991353,1
603,0.223125,1.1367,0.368793,-0.0958988,0.0368717,-0.0193914,0.994519,0.0969257,0.467429,0.493047,0.686093,0.0507824,-0.0679807,0.722549,0.209594,0.690759,0.448552,-0.0798621,0.0368338,-0.0171027,0.995978,1
604,0.1311,1.58879,-0.06518,-0.073939,-0.361338,0.0850817,0.925597,0.112958,0.888795,-0.00102405,0.0200231,0.00501845,-0.149605,0.98853,0.172969,1.13617,0.0252781,-0.0757669,-0.362851,0.0710641,0.926039,0
605,0.223125,1.1367,0.368793,-0.0958988,0.0368717,-0.0193914,0.994519,0.0969257,0.467429,0.493047,0.686093,0.0507824,-0.0679807,0.722549,0.209594,0.690759,0.448552,-0.0798621,0.0368338,-0.0171027,0.995978,1
606,0.139794,1.56619,-0.00681079,-0.0429747,-0.383556,0.0660144,0.920152,0.102736,0.865575,-0.00520513,0.0207449,-0.0100042,-0.136963,0.990308,0.169891,1.10752,0.0476629,-0.0407318,-0.38504,0.0396629,0.921147,0
607,0.202893,0.8712,0.885828,0.103362,0.0286566,0.00000473,0.994231,0.0790006,0.226233,0.65365,0.82672,0.0965837,-0.0332522,0.553263,0.195008,0.441317,0.743327,0.207654,0.0290501,-0.00834937,0.977735,1
608,0.267522,0.826946,0.952254,0.188376,0.0183519,-0.0431067,0.980979,0.110209,0.225073,0.681891,0.821506,0.0872924,-0.0534675,0.560936,0.229621,0.425493,0.776029,0.22113,0.0158238,-0.03808,0.974372,1
609,0.0710963,1.58961,-0.0618952,-0.0841826,-0.320545,0.121288,0.935657,0.0910148,0.89235,0.0303856,0.0653205,0.0522804,-0.109446,0.990465,0.145216,1.14551,0.0450015,-0.0839874,-0.32214,0.107617,0.936798,0
610,0.223125,1.1367,0.368793,-0.0958988,0.0368717,-0.0193914,0.994519,0.0969257,0.467429,0.493047,0.686093,0.0507824,-0.0679807,0.722549,0.209594,0.690759,0.448552,-0.0798621,0.0368338,-0.0171027,0.995978,1
611,0.210469,0.866553,0.874508,0.0750671,-0.0703975,0.0148748,0.994579,0.126377,0.192014,0.708485,0.830603,0.100013,-0.0560758,0.544933,0.227136,0.422022,0.783097,0.126964,-0.0687464,0.00805524,0.989489,1
612,0.011644,1.5732,-0.0963518,-0.0942255,-0.0285103,0.0714058,0.992577,-0.0002091,0.88598,0.038231,0.0876353,0.350851,-0.0449333,0.931238,0.0739704,1.12646,-0.00496929,-0.101398,-0.0290403,0.0710465,0.991881,0
613,0.260789,1.52651,-0.071681,-0.0538676,-0.154137,0.0603785,0.984731,0.15493,0.826309,-0.0278659,0.121893,0.217441,-0.105298,0.962691,0.268934,1.05275,-0.0177687,-0.0560591,-0.159236,-0.0289761,0.985222,0
614,0.129562,1.51514,-0.230915,-0.0696854,0.751511,-0.143033,0.640248,0.107514,0.895367,0.0834638,0.115509,0.444139,-0.000874475,0.88848,0.100369,1.08305,-0.0916753,-0.0814419,0.753087,-0.13547,0.638652,0
615,0.254162,1.54979,0.040917,0.088386,0.921824,-0.123482,0.356624,0.170223,0.867071,0.194691,0.200121,0.450117,-0.0372173,0.86946,0.14388,1.10381,0.0995316,0.0894927,0.924343,-0.0821313,0.361712,0
616,0.234225,1.16313,0.402248,-0.0606325,0.0166023,-0.0387309,0.99727,0.0817982,0.490052,0.48011,0.669351,0.0699448,-0.0562662,0.737504,0.202662,0.711922,0.453317,-0.0507786,0.0165987,-0.0327053,0.998036,1
617,0.248905,0.862943,0.887843,0.115882,0.0315413,-0.0425744,0.991849,0.079904,0.207784,0.699073,0.827918,0.0718292,-0.0344638,0.555162,0.208974,0.425743,0.764797,0.157656,0.0290065,-0.037724,0.986347,1
618,0.0692233,1.56521,-0.0985901,-0.0872369,-0.371766,0.111543,0.917463,0.081881,0.868255,-0.00771703,0.0606282,-0.00514845,-0.133786,0.989141,0.129305,1.11903,0.0107571,-0.0844287,-0.373045,0.0993735,0.918604,0
619,0.068648,1.59281,-0.18122,-0.118695,-0.384375,0.102246,0.909787,0.0450205,0.903283,-0.0586986,0.0182522,-0.0143796,-0.0424909,0.998827,0.105414,1.15297,-0.0486754,-0.11763,-0.38677,0.0856773,0.910622,0
620,0.265432,1.55391,-0.036047,-0.0627747,-0.330177,0.0180102,0.941657,0.144107,0.862439,-0.014866,0.0079247,0.0449963,-0.119313,0.991805,0.248815,1.09615,0.0254916,-0.0749991,-0.331669,-0.00759187,0.940379,0
