ID,X,Y,Z,x,y,z,w,X,Y,Z,x,y,z,w,X,Y,Z,x,y,z,w,Class
7003,-0.0413247,1.5611,-0.1154,-0.0822879,-0.0275761,0.0246153,0.995923,-0.114709,0.879875,-0.017538,0.0673857,0.152775,0.0546136,0.984447,-0.0201148,1.1131,-0.0452498,-0.0715599,-0.0271779,0.0264905,0.996714,0
7121,0.082884,1.58504,-0.0294897,-0.045034,0.0431893,0.023136,0.997783,0.0103806,0.900128,0.0391851,0.0440805,0.210521,-0.00204986,0.976593,0.105049,1.13315,0.010027,-0.0441252,0.0431594,0.0219387,0.997852,0
7206,0.0964827,1.53429,-0.0803851,-0.17245,-0.139006,-0.00421034,0.975152,-0.0393521,0.886426,0.111631,0.117992,0.0901381,0.0541158,0.987433,0.0733705,1.10866,0.0670845,-0.163409,-0.138633,-0.000578188,0.976769,0
4086,0.170103,1.08915,0.44959,-0.0489059,-0.0581742,-0.00130578,0.997107,0.0583915,0.422451,0.489534,0.692896,0.0896427,-0.0367101,0.714501,0.164778,0.645514,0.486391,-0.0345065,-0.0584454,-0.00577341,0.997677,1
7085,0.168449,1.56065,0.0708678,-0.0629625,-0.14804,0.00637288,0.986955,0.066,0.879807,0.124489,0.138692,0.023439,-0.0693992,0.987623,0.167211,1.11182,0.127155,-0.0608597,-0.14786,0.00930218,0.98709,0
7286,0.0440761,1.57201,-0.0163797,-0.0645479,-0.13646,-0.00605329,0.988522,-0.0754855,0.893829,0.0410688,0.0220824,0.256397,0.0912193,0.962004,0.0320588,1.12309,0.0407046,-0.0644548,-0.136269,-0.00301178,0.988568,0
4195,0.163455,1.06663,0.566114,0.00680059,-0.0759171,-0.00347226,0.997085,0.0503984,0.400134,0.519706,0.702091,0.120441,-0.0222481,0.701475,0.157485,0.620866,0.549112,0.0301002,-0.0758971,-0.0126705,0.996581,1
9086,0.199375,0.839222,0.948535,0.132077,0.0348794,0.00454672,0.990615,0.0957715,0.218046,0.751632,0.790185,0.140849,-0.00981699,0.596383,0.198726,0.429178,0.819341,0.17059,0.0348356,0.00464336,0.984715,1
9141,0.225114,0.824927,0.933606,0.21001,-0.00579248,0.0247404,0.977369,0.110456,0.253482,0.588469,0.789536,0.149246,-0.0492135,0.593242,0.224907,0.430869,0.711727,0.298658,0.00750531,-0.0260579,0.953975,1
7200,0.0820966,1.57277,-0.0478275,-0.110933,-0.102162,0.0352592,0.987934,0.0166598,0.896064,0.0712014,0.0795273,0.151286,-0.00619844,0.985266,0.106364,1.13154,0.0470635,-0.0940124,-0.101219,0.0398209,0.989611,0
4002,0.167884,1.10371,0.419015,-0.0497899,-0.140736,0.0182097,0.988627,0.0798263,0.435491,0.458135,0.566764,0.102313,-0.0421343,0.816416,0.175966,0.663113,0.464253,-0.0488825,-0.140925,0.0143458,0.988709,1
4166,0.166208,1.09252,0.444549,-0.0820723,-0.0676024,-0.00332412,0.994325,0.0442296,0.430211,0.519367,0.687838,0.102548,-0.0205803,0.718289,0.154547,0.65103,0.507154,-0.0601852,-0.0685771,-0.0130797,0.995743,1
4207,0.161199,1.06081,0.562013,0.00236566,-0.089603,0.00316072,0.99597,0.0591447,0.394132,0.522192,0.701318,0.112804,-0.0287823,0.703278,0.161882,0.617085,0.55086,0.0226136,-0.0895001,-0.00376339,0.995723,1
7067,0.118845,1.54809,0.177206,-0.0464269,-0.329142,-0.0471216,0.94196,-0.0405774,0.875302,0.149531,0.168592,-0.165203,0.0217379,0.9715,0.0685522,1.09815,0.20128,-0.0448653,-0.329736,-0.0416671,0.942085,0
7097,0.0464875,1.57947,-0.0313066,-0.079998,-0.0198807,0.0391551,0.995827,-0.00998753,0.896974,0.0665118,0.0700016,0.15305,0.0218894,0.985493,0.0794917,1.13203,0.0374245,-0.0705888,-0.0197122,0.0368468,0.99663,0
9128,0.184835,0.814827,0.829962,0.126504,0.00996365,0.032848,0.991372,0.121087,0.188231,0.640644,0.819409,0.128425,-0.0512412,0.556282,0.210613,0.405376,0.708766,0.158027,0.0111689,0.0312342,0.986877,1
4010,0.155244,1.1029,0.418089,-0.0469755,-0.115175,0.0204826,0.992022,0.0688469,0.435852,0.461134,0.567196,0.0941682,-0.0348219,0.81744,0.165666,0.663255,0.462062,-0.0492695,-0.115497,0.0145577,0.991978,1
7042,0.159737,1.56709,0.0629049,-0.0636609,-0.168015,-0.0180633,0.983561,0.0224227,0.890931,0.0973738,0.106734,0.00905758,-0.0235636,0.993967,0.134718,1.11743,0.111153,-0.051155,-0.168387,-0.0185253,0.984218,0
4015,0.162392,1.09986,0.413698,-0.0459296,-0.140228,0.0178887,0.988892,0.0719803,0.432836,0.45191,0.676453,0.103386,-0.0505156,0.727441,0.169192,0.659809,0.45763,-0.0503513,-0.140587,0.0113726,0.988722,1
7004,-0.0546519,1.5632,-0.117459,-0.0894027,-0.0356518,0.0305199,0.994889,-0.119789,0.881117,-0.0119415,0.0645746,0.146821,0.0552351,0.985506,-0.0283016,1.1154,-0.0410012,-0.0772365,-0.0350413,0.0335364,0.995832,0
9073,0.250173,0.843323,0.828687,0.152669,0.0272523,0.0118465,0.987831,0.154436,0.228044,0.592644,0.790103,0.118457,-0.0884563,0.594879,0.255164,0.434996,0.67587,0.201633,0.0278819,0.00999809,0.979013,1
9138,0.209322,0.822683,0.898948,0.208515,-0.00247231,0.0166655,0.977874,0.125379,0.238425,0.605687,0.789472,0.152819,-0.0538702,0.592012,0.222146,0.437699,0.710368,0.242397,-0.00118307,0.0134197,0.970084,1
7010,-0.0940199,1.5681,-0.158094,-0.0619903,0.230676,0.0480975,0.969862,-0.10739,0.886541,-0.0410921,0.0304474,0.168905,0.0400886,0.984346,-0.0408584,1.11916,-0.112063,-0.0639208,0.230278,0.0425093,0.970092,0
7225,0.0506403,1.58433,-0.055982,-0.0640621,-0.381301,0.0220778,0.921964,-0.033681,0.900161,-0.021818,-0.02253,-0.0321728,0.037421,0.998527,0.0451498,1.13818,0.0130295,-0.0818941,-0.380953,0.0252051,0.920616,0
7368,0.224836,1.56647,0.0221198,-0.0580831,-0.202385,-0.0108975,0.977521,0.105581,0.886812,0.0514535,0.034133,-0.180655,-0.123523,0.975162,0.208746,1.11705,0.0699316,-0.0531146,-0.20205,-0.00289213,0.97793,0
7382,0.168958,1.50277,0.221393,-0.112118,-0.394814,-0.105544,0.905766,-0.0832323,0.856726,0.213328,0.193183,-0.38993,0.0478966,0.899078,0.0464488,1.06647,0.27,-0.0953549,-0.396853,-0.100655,0.90735,0
4174,0.162146,1.07798,0.56773,0.00351791,-0.0886447,0.00463363,0.996046,0.0638737,0.40839,0.528028,0.700891,0.123495,-0.031185,0.701804,0.165095,0.632056,0.556307,0.0225022,-0.0885191,-0.000242547,0.99582,1
7210,0.23124,1.30339,-0.496176,-0.425148,-0.0284515,-0.0696985,0.901988,0.0239489,0.900312,0.0299457,0.0366643,0.175729,-0.0199288,0.983554,0.162956,1.02487,-0.140377,-0.447337,-0.026609,-0.0701483,0.891213,0
4121,0.155818,1.09385,0.576536,-0.0048339,-0.106282,0.0308133,0.993847,0.0935875,0.420523,0.542696,0.698943,0.148528,-0.0474411,0.697974,0.18189,0.649226,0.572243,0.0205648,-0.105517,0.0263437,0.993856,1
7057,0.087901,1.57413,-0.0267387,-0.0915704,-0.235674,-0.0056895,0.967492,-0.0392053,0.898253,0.0426694,0.0489451,-0.059247,0.0399192,0.996243,0.0654593,1.1286,0.0516073,-0.0890217,-0.23534,-0.00168211,0.967826,0
7328,0.207685,1.49835,-0.0977464,-0.0391802,-0.042454,-0.000913951,0.998329,0.100332,0.815917,-0.0507752,-0.00996499,0.34037,-0.062421,0.938164,0.206204,1.04564,-0.0607071,-0.0409028,-0.0423593,0.00138918,0.998264,0
9131,0.193148,0.814583,0.822128,0.128677,-0.00402768,0.0355486,0.991041,0.138748,0.18845,0.626241,0.818085,0.144993,-0.0617231,0.553086,0.22448,0.405663,0.698814,0.161588,-0.00306501,0.0373796,0.986145,1
9002,0.1809,0.851299,0.933774,0.098131,0.0459743,0.000373122,0.994111,0.0753613,0.22125,0.772786,0.724968,0.308493,0.094629,0.608521,0.178356,0.43627,0.828605,0.147323,0.0452648,0.00490287,0.98804,1
7144,0.0710496,1.58858,-0.0152763,-0.00982976,0.00795278,0.0208725,0.999702,-0.00818521,0.901812,0.00533695,0.00415738,0.174924,0.0097803,0.984525,0.0891259,1.13538,-0.00366759,-0.0159927,0.00780353,0.0188097,0.999665,0
7375,0.0832837,1.57195,0.0422508,-0.0662167,-0.403774,-0.0378771,0.911673,-0.0657817,0.896386,0.0272068,0.0556556,-0.395163,0.0541192,0.915325,0.0308914,1.12372,0.0843739,-0.0659469,-0.403445,-0.0305014,0.912114,0
9123,0.205897,0.808617,0.863179,0.171671,0.00756457,0.0375027,0.984411,0.134617,0.203043,0.609438,0.813239,0.140577,-0.0643858,0.561013,0.229454,0.409712,0.700026,0.211922,0.0116967,0.0222729,0.976963,1
9039,0.0897039,0.840064,1.06914,0.0899124,0.0458108,-0.00500097,0.994883,-0.0165763,0.199978,0.861415,0.712475,0.344509,0.0420836,0.609855,0.0854027,0.406136,0.940504,0.200642,0.0432429,0.00886599,0.97867,1
9070,0.227518,0.818041,0.853126,0.14846,0.0307326,0.0113973,0.988375,0.132024,0.199192,0.648013,0.814398,0.104318,-0.0664679,0.56697,0.232351,0.411248,0.717137,0.171476,0.0310706,0.0101421,0.984646,1
9149,0.227375,0.830081,0.955482,0.263038,0.00626463,0.00562987,0.964749,0.130676,0.27143,0.611532,0.779662,0.167695,-0.0549369,0.600822,0.231098,0.460777,0.729658,0.278222,0.00603652,0.00668968,0.960474,1
7106,0.0812603,1.58751,0.00114638,-0.0151576,0.13029,0.031083,0.990873,0.0208879,0.899235,0.0450111,0.0535641,0.297151,-0.00712992,0.9533,0.109603,1.13428,0.0118726,-0.0164309,0.130211,0.0277843,0.990961,0
7261,0.0400137,1.57563,-0.0163403,-0.0639304,0.158068,0.0665138,0.983109,0.0336223,0.892454,0.0860841,0.0993598,0.525247,0.0184419,0.844928,0.103715,1.12871,0.0297132,-0.0589382,0.157907,0.0564481,0.984076,0
4028,0.162429,1.09648,0.427063,-0.0471788,-0.146605,0.030261,0.987606,0.0877552,0.426785,0.465941,0.673154,0.115107,-0.0583655,0.728153,0.179596,0.656088,0.472788,-0.049699,-0.147009,0.0234394,0.987608,1
9027,0.182515,0.863524,0.954141,0.100705,0.0294957,0.00684815,0.994455,0.0652404,0.250637,0.747289,0.670811,0.32315,0.108537,0.65864,0.175937,0.45247,0.826762,0.19568,0.031677,-0.0124443,0.980077,1
7023,0.135931,1.57249,-0.0695479,-0.0792342,0.0285229,-0.0057266,0.996431,0.0267187,0.899222,0.0419731,0.0506491,0.202469,-0.0192071,0.977789,0.1333,1.12506,0.000918183,-0.0766324,0.0286041,-0.0045919,0.996638,0
7265,-0.0625696,1.56453,0.0201945,-0.0617325,0.300742,0.0769726,0.948588,-0.0355292,0.882278,0.128104,0.0810891,0.646329,0.121567,0.748936,0.0144373,1.11829,0.0514131,-0.0556639,0.300837,0.0647277,0.949847,0
7148,0.0589766,1.58775,-0.0141407,-0.0250966,0.00103376,0.0316364,0.999184,-0.00503267,0.901032,0.0280308,0.029138,0.168484,0.0105349,0.985217,0.0869611,1.13635,0.0123425,-0.0333417,0.000735026,0.0301444,0.998989,0
4151,0.143841,1.10093,0.360943,-0.116942,-0.0639139,0.0257139,0.990746,0.0586521,0.445994,0.499346,0.674549,0.136968,-0.0300106,0.724791,0.156491,0.669495,0.462243,-0.110369,-0.0647277,0.0178511,0.99162,1
9210,0.317178,0.787612,0.604044,0.154459,0.025394,-0.00183536,0.987671,0.205051,0.180695,0.376815,0.779777,-0.0320868,-0.234657,0.57953,0.311017,0.386081,0.456388,0.194684,0.0254367,-0.00376046,0.980529,1
7109,0.0851687,1.58721,-0.0195508,-0.00264388,0.0897169,0.0217599,0.995726,0.0118558,0.901572,0.0139588,0.0179751,0.257617,-0.00854537,0.966042,0.105542,1.13545,-0.012117,-0.0176341,0.0893783,0.0216864,0.995605,0
7151,0.0330221,1.58466,0.00687899,-0.0350762,-0.0174104,0.0279025,0.998843,-0.0390437,0.897114,0.0535537,0.0513847,0.148825,0.0508041,0.98622,0.0560843,1.13137,0.0399827,-0.0368105,-0.0175919,0.0241284,0.998876,0
9081,0.31965,0.779101,0.622846,0.112658,0.0356614,0.0232292,0.992722,0.238715,0.148029,0.450935,0.780846,-0.0335887,-0.249562,0.571725,0.334347,0.365567,0.510112,0.149824,0.0365983,0.0210816,0.98781,1
7367,0.246017,1.55693,0.0549982,-0.0523044,-0.138416,-0.0241094,0.988698,0.105545,0.882136,0.0890008,0.0804499,-0.125824,-0.122367,0.981184,0.219833,1.10775,0.0974211,-0.0490269,-0.138332,-0.0203076,0.988963,0
7399,0.0682909,1.54737,-0.0611984,-0.116129,-0.363172,-0.0458456,0.923319,-0.116488,0.881013,-0.019981,0.0910104,-0.356792,0.0925049,0.925127,-0.0043196,1.10508,0.0158693,-0.101526,-0.363963,-0.0412939,0.924942,0
7090,0.224001,1.5529,-0.0249862,-0.0767086,-0.00367621,0.0147384,0.996938,0.136455,0.874997,0.0732589,0.10508,0.167121,-0.134833,0.971004,0.236421,1.10528,0.0415588,-0.070833,-0.0037058,0.0132467,0.997393,0
7087,0.200882,1.55258,0.0269582,-0.0835304,-0.0708736,-0.00674202,0.993959,0.0783718,0.879591,0.117853,0.136947,0.0885481,-0.0743019,0.983811,0.189272,1.10631,0.0983313,-0.0763649,-0.071086,-0.00763521,0.994513,0
9023,0.193999,0.834793,0.95506,0.131535,0.0437328,0.00162007,0.990345,0.088478,0.216004,0.758052,0.790808,0.201636,0.0182767,0.577608,0.191482,0.427137,0.825325,0.174012,0.042968,0.00572169,0.983789,1
9093,0.261391,0.845445,1.0002,0.152139,0.0228233,0.0215206,0.987861,0.167096,0.229869,0.79061,0.763466,0.0876034,-0.070337,0.636002,0.27205,0.441634,0.861969,0.174703,0.0246616,0.0122326,0.984236,1
7354,-0.0217751,1.57127,-0.105778,-0.0595003,-0.105649,0.0204817,0.99241,-0.102573,0.884827,-0.0458868,0.0303179,0.284832,0.0362408,0.957412,-0.00722838,1.11942,-0.0510522,-0.0569145,-0.105395,0.0240076,0.99251,0
9146,0.217474,0.820194,0.937296,0.250546,0.010238,0.0092334,0.968007,0.121229,0.259262,0.589444,0.784463,0.159041,-0.0544178,0.596961,0.222087,0.447265,0.710887,0.286938,0.0108625,0.00774693,0.957856,1
9111,0.210489,0.809502,0.806351,0.100618,0.0202895,0.018086,0.994554,0.129866,0.176528,0.643777,0.820681,0.114672,-0.0610905,0.556418,0.224665,0.394203,0.702496,0.14148,0.0207137,0.0202224,0.989518,1
7400,0.0682909,1.54737,-0.0611984,-0.116129,-0.363172,-0.0458456,0.923319,-0.116488,0.881013,-0.019981,0.0910104,-0.356792,0.0925049,0.925127,-0.0043196,1.10508,0.0158693,-0.101526,-0.363963,-0.0412939,0.924942,0
7369,0.209842,1.57181,-0.0199485,-0.0737599,-0.243189,-0.0143812,0.967064,0.0831101,0.893809,0.0213311,0.00240032,-0.222002,-0.0936811,0.970532,0.186035,1.1239,0.0407626,-0.0698087,-0.24263,-0.00454803,0.967593,0
7273,-0.138784,1.5484,-0.245865,-0.0558836,0.361274,0.0084727,0.930745,-0.184625,0.876791,-0.102057,-0.10253,0.570434,0.0451002,0.81367,-0.115399,1.10071,-0.199594,-0.0583227,0.360863,0.00169223,0.930792,0
7355,-0.0173166,1.56667,-0.141187,-0.0709602,-0.0996374,0.0192674,0.992303,-0.101864,0.884179,-0.0651982,0.0180034,0.290688,0.0331984,0.956072,-0.00493367,1.11766,-0.0766587,-0.0682325,-0.0993936,0.0221537,0.992459,0
4084,0.166884,1.07816,0.42258,-0.0863453,-0.0687996,0.0117669,0.993817,0.0684993,0.410541,0.496422,0.70034,0.103918,-0.0422252,0.704941,0.170261,0.635542,0.485903,-0.0549896,-0.0691159,0.00565287,0.996076,1
9211,0.321123,0.793164,0.589056,0.136152,0.00143096,0.0181674,0.99052,0.246355,0.1774,0.369647,0.771563,-0.0145363,-0.273372,0.574236,0.338408,0.388329,0.451786,0.187078,0.0016802,0.0230606,0.982073,1
4202,0.161961,1.06608,0.560512,0.00616067,-0.0666291,-0.00232071,0.997756,0.0479501,0.4006,0.519158,0.702512,0.11599,-0.0211773,0.701836,0.15587,0.62135,0.545292,0.0268628,-0.0665803,-0.0134011,0.997329,1
7229,0.0505343,1.56698,0.109102,-0.0149712,-0.48839,-0.0450843,0.871332,-0.0723472,0.895941,0.0151866,0.0288631,-0.157865,0.0753473,0.984159,0.00644668,1.11899,0.105363,-0.025431,-0.48788,-0.0444365,0.871408,0
7130,0.0880802,1.58132,0.00538333,0.0208871,0.0417187,0.0272637,0.998539,0.0164177,0.901612,0.00220688,0.00607814,0.208752,-0.0169543,0.977803,0.110753,1.13645,-0.00532538,0.00164634,0.0412596,0.0246977,0.998842,0
4055,0.157333,1.06742,0.419927,-0.0722611,-0.0325982,0.0273892,0.996477,0.078866,0.401471,0.492791,0.703224,0.0977149,-0.0512968,0.702351,0.175181,0.628316,0.475601,-0.052514,-0.0328424,0.0171928,0.997932,1
9079,0.313388,0.817938,0.616002,0.0959956,0.0370842,0.0126905,0.99461,0.220803,0.182748,0.465044,0.790039,-0.0015001,-0.212934,0.574888,0.32007,0.399923,0.517236,0.133386,0.0374988,0.0116676,0.990286,1
4124,0.153327,1.09218,0.568397,-0.00462111,-0.101497,0.0268508,0.994463,0.0859142,0.418718,0.531536,0.69708,0.147542,-0.043795,0.70028,0.176104,0.646768,0.562022,0.0238308,-0.10074,0.0225404,0.994372,1
7038,0.147672,1.56384,0.0442542,-0.084802,-0.174313,-0.0169743,0.980885,0.00578545,0.889491,0.106059,0.116105,-0.000881462,-0.00642971,0.993216,0.119482,1.11579,0.111502,-0.0726535,-0.174789,-0.0182565,0.981752,0
9137,0.219457,0.826284,0.877195,0.203524,-0.0103143,0.0220122,0.978768,0.147075,0.240581,0.583319,0.793361,0.176097,-0.0705296,0.578441,0.239298,0.440258,0.690433,0.24199,-0.00914011,0.0209697,0.970009,1
7331,0.0816782,1.47872,-0.0702616,-0.0592627,-0.045768,0.0203326,0.996985,-0.00102066,0.797135,0.00601775,-0.0370476,0.339212,-0.00872425,0.93994,0.0970175,1.02973,-0.0140311,-0.0633795,-0.0459033,0.0192853,0.996747,0
7078,-0.00488543,1.56512,0.0996993,-0.0451747,-0.432636,-0.00629367,0.900414,-0.104338,0.882732,0.0797302,0.115803,-0.2722,0.0861285,0.951356,-0.0269796,1.11606,0.139327,-0.0549735,-0.432119,0.00000418,0.900139,0
9066,0.300246,0.786142,1.09018,0.240789,0.0467844,-0.0368698,0.968748,0.136375,0.215282,0.792549,0.72328,0.0264718,-0.0790357,0.685506,0.259249,0.405025,0.887103,0.245437,0.0465817,-0.0369916,0.967586,1
7015,-0.0464567,1.53994,-0.208122,-0.0660373,0.460257,0.0218355,0.885057,-0.0414677,0.871377,-0.0477193,0.0750023,0.604972,-0.0456836,0.791389,-0.00251006,1.09455,-0.160456,-0.0730972,0.459595,0.0158835,0.884973,0
7079,0.0138441,1.57145,0.083348,-0.0428175,-0.405888,-0.00398469,0.91291,-0.0848719,0.88903,0.0669046,0.0940235,-0.246176,0.0718734,0.961972,-0.00458842,1.12263,0.122676,-0.0531518,-0.405692,0.00214276,0.912461,0
9114,0.216423,0.815389,0.826518,0.12215,0.0423698,0.0105574,0.991551,0.117386,0.187847,0.64214,0.819101,0.11455,-0.0527454,0.559616,0.219141,0.401311,0.704603,0.16151,0.0428439,0.0081531,0.985907,1
7307,0.239054,1.54313,-0.0117126,-0.128254,-0.182802,-0.0842331,0.971102,0.00551286,0.895313,0.0775808,0.0841794,0.194431,0.0106786,0.977239,0.147216,1.10522,0.077617,-0.104045,-0.184737,-0.0787362,0.974088,0
9139,0.202589,0.82318,0.910276,0.226702,0.00814686,0.0186368,0.973752,0.118254,0.246263,0.604933,0.785431,0.152127,-0.0489954,0.597959,0.215072,0.443955,0.711462,0.250193,0.00920204,0.0158298,0.968023,1
7322,0.180017,1.55835,0.053169,-0.0859123,-0.0581065,-0.0209462,0.994386,0.0413493,0.887156,0.151701,0.0959267,0.322835,0.0105858,0.941522,0.157477,1.11076,0.127689,-0.0817739,-0.0580923,-0.0195174,0.994765,0
4017,0.154406,1.10027,0.407108,-0.059205,-0.140666,0.0288183,0.987865,0.0749864,0.432165,0.459701,0.682059,0.1029,-0.0521889,0.722138,0.168814,0.660836,0.461322,-0.057439,-0.141122,0.0209176,0.988103,1
4167,0.159113,1.08502,0.463646,-0.0694892,-0.073875,0.004818,0.994832,0.051403,0.419494,0.523219,0.690039,0.109873,-0.023834,0.714987,0.156391,0.643097,0.516465,-0.0496982,-0.0743443,-0.00204065,0.995991,1
7281,0.120267,1.57591,-0.0526695,-0.0491632,0.0624058,-0.00448798,0.996829,0.0129059,0.900048,0.0392115,0.0445423,0.438345,0.00607485,0.897682,0.118818,1.12608,-0.00230829,-0.0615474,0.0623513,-0.00584541,0.996138,0
9147,0.208831,0.781433,0.942599,0.286794,0.0176485,0.0255696,0.957488,0.127179,0.235676,0.564224,0.806037,0.17118,-0.0636833,0.56298,0.223459,0.420407,0.692267,0.308941,0.0194905,0.0209736,0.95065,1
4050,0.138432,1.07656,0.403195,-0.0720463,-0.0585333,0.0496316,0.994445,0.08927,0.406793,0.474298,0.696666,0.114544,-0.0604312,0.705609,0.174955,0.638104,0.460957,-0.0538325,-0.0583857,0.040403,0.996022,1
7140,0.0876106,1.58239,-0.000961348,0.00522528,0.0468835,0.0295027,0.998451,0.0216435,0.901127,0.015992,0.0220184,0.213116,-0.0192956,0.976588,0.113691,1.13649,0.00112759,-0.0120914,0.046376,0.0286193,0.998441,0
7389,-0.109582,1.44644,0.225891,-0.0982489,-0.436228,-0.105833,0.888173,-0.351039,0.799684,0.193426,0.246058,-0.433426,0.145579,0.854637,-0.229021,1.01103,0.261072,-0.0898441,-0.437049,-0.0981048,0.889546,0
7108,0.0833389,1.58663,-0.00857221,0.00413877,0.0945416,0.0215274,0.99528,0.011817,0.901376,0.0188318,0.0231385,0.262448,-0.00702601,0.964643,0.104282,1.13574,-0.00620598,-0.0134189,0.0941412,0.0241298,0.995176,0
7312,0.114752,1.56538,-0.115946,-0.0959793,-0.0916046,-0.0402369,0.990342,-0.050884,0.898596,-0.0213034,-0.0355684,0.234055,0.048437,0.970364,0.0729117,1.11855,-0.0382074,-0.084364,-0.0918064,-0.0363141,0.991532,0
7168,0.22348,1.55608,-0.00591661,-0.0789886,-0.0373487,0.00150114,0.996174,0.118851,0.879115,0.0794304,0.109213,0.174499,-0.113398,0.971989,0.223528,1.10842,0.0581883,-0.0632799,-0.0371806,0.00385232,0.997296,0
4019,0.160939,1.09378,0.407709,-0.0602562,-0.125456,0.0200282,0.990065,0.0734518,0.424831,0.46335,0.683265,0.102609,-0.0501838,0.721181,0.170026,0.652492,0.462019,-0.0585885,-0.125702,0.0157299,0.990212,1
9154,0.22415,0.820957,0.925598,0.248744,0.00371119,0.000846007,0.968562,0.127542,0.24934,0.589339,0.790425,0.159298,-0.0591395,0.58852,0.22715,0.440698,0.70513,0.270304,0.00193534,0.00774732,0.962742,1
4194,0.161417,1.06598,0.568788,0.00560289,-0.0752065,-0.00126294,0.997151,0.0511443,0.400287,0.525695,0.701332,0.122925,-0.0214437,0.701828,0.15729,0.62169,0.553713,0.0273436,-0.0751516,-0.0104451,0.996742,1
7024,0.108487,1.57315,-0.0616041,-0.0822018,-0.00863218,-0.0063629,0.996558,-0.00363668,0.899553,0.0464269,0.0491942,0.165373,0.0122783,0.984927,0.103762,1.12606,0.0115902,-0.0800138,-0.00835276,-0.00278537,0.996755,0
7266,-0.0828259,1.56765,-0.0143576,-0.073801,0.339056,0.0854543,0.933966,-0.030817,0.888923,0.104017,0.0755502,0.554752,0.0916425,0.823495,0.00648578,1.12411,0.0201172,-0.0657031,0.339448,0.074692,0.93535,0
7011,-0.0668022,1.57374,-0.16585,-0.059413,0.304265,0.0462031,0.94961,-0.0699113,0.894304,-0.0423518,0.0156494,0.086814,0.0206049,0.995888,-0.0134314,1.12486,-0.124349,-0.0631826,0.30368,0.0382679,0.949906,0
7059,0.0672218,1.57883,-0.018074,-0.089427,-0.288684,0.00392019,0.953231,-0.0454131,0.897978,0.0392797,0.048041,-0.110916,0.0444272,0.991673,0.0501676,1.13159,0.0590621,-0.0847295,-0.288311,0.00932007,0.953735,0
7232,0.00656294,1.52728,0.242451,-0.0354318,-0.569718,-0.0718147,0.817929,-0.134161,0.864476,0.12253,0.168909,-0.244015,0.110469,0.948537,-0.0626409,1.08315,0.230484,-0.0308921,-0.570094,-0.0700244,0.818007,0
4170,0.16157,1.09249,0.529702,-0.0120861,-0.0636552,0.00745808,0.997871,0.0628108,0.4248,0.523731,0.694346,0.124176,-0.0315255,0.708145,0.165019,0.649511,0.536049,-0.00188153,-0.0636597,0.00130184,0.997969,1
4003,0.165927,1.10596,0.414902,-0.0515078,-0.13482,0.0205261,0.989317,0.0782768,0.438115,0.457921,0.580771,0.100569,-0.0430124,0.806685,0.174959,0.665224,0.462093,-0.0514739,-0.135156,0.0142491,0.989384,1
7324,0.298689,1.54857,0.0252678,-0.0681751,-0.0553643,-0.0300303,0.995683,0.146129,0.87948,0.105969,0.121033,0.318826,-0.0509102,0.938674,0.267446,1.10075,0.0865875,-0.0715116,-0.0553586,-0.0316476,0.995399,0
7326,0.31588,1.4879,-0.0732757,-0.0702873,-0.0671958,-0.0154847,0.995141,0.182759,0.813579,0.00263302,0.0649044,0.309253,-0.102349,0.943226,0.297362,1.03882,-0.0126552,-0.0663053,-0.0673309,-0.0162803,0.995392,0
4107,0.161111,1.0862,0.389387,-0.121907,-0.105017,0.0231252,0.986699,0.0729513,0.426545,0.514053,0.684654,0.149,-0.0361387,0.71256,0.169751,0.652553,0.489461,-0.101341,-0.105147,0.0202163,0.989073,1
7190,0.0816893,1.56389,-0.0413825,-0.0593702,0.286762,0.020363,0.955943,0.0296947,0.89075,0.0962166,0.107479,0.496224,0.0244574,0.861169,0.108106,1.11542,0.00972486,-0.0657421,0.285624,0.00357009,0.956078,0
4163,0.152713,1.10227,0.416867,-0.0649204,-0.0849726,0.0124082,0.994189,0.0543758,0.438351,0.481256,0.676058,0.126444,-0.0304772,0.725278,0.156054,0.663377,0.472125,-0.0592307,-0.0853584,0.00591224,0.994571,1
7269,-0.090446,1.57923,-0.099956,-0.0578605,0.393619,0.0823548,0.913747,-0.0337615,0.901219,0.00671042,0.00572298,0.127953,0.0175465,0.991608,-0.00498983,1.13653,-0.0800783,-0.0579839,0.393445,0.0750181,0.914446,0
4059,0.17843,1.0734,0.401308,-0.0813052,-0.0762507,-0.00528534,0.993754,0.0563076,0.413262,0.477265,0.693978,0.0798398,-0.0373249,0.714582,0.165996,0.634337,0.464907,-0.0644611,-0.076937,-0.0115196,0.994883,1
7275,0.104196,1.56585,-0.105422,-0.0552803,0.338068,-0.0044215,0.939486,0.0425781,0.89694,0.0468243,0.0734023,0.668957,-0.00221582,0.739665,0.117372,1.11805,-0.0511022,-0.0675772,0.337605,-0.00916808,0.938814,0
7278,0.154958,1.56501,-0.091809,-0.0568324,0.213158,-0.00707809,0.975338,0.0630986,0.895303,0.0452554,0.076224,0.47417,-0.0370625,0.876344,0.15885,1.11679,-0.032714,-0.0726997,0.212745,-0.0123376,0.974321,0
7403,0.0682909,1.54737,-0.0611984,-0.116129,-0.363172,-0.0458456,0.923319,-0.116488,0.881013,-0.019981,0.0910104,-0.356792,0.0925049,0.925127,-0.0043196,1.10508,0.0158693,-0.101526,-0.363963,-0.0412939,0.924942,0
